Nombre,Puntuacion_IMDB,Puntuacion_Rotten_Tomatoes,Director,Guionistas,Argumento,Duracion
Bhakar,,,Vijay Sahdev Pohankar,,Bhakar is a film based on the lives of farmers in the Vidarbha region. It chronicles the suffering that they have to go through. It shows the effects of the system and natural calamities on these farmers and their families.,1h 59min
Software Ganda,"4,3",,Venkatesh,,"Manu, a software engineer, faces difficulty working under Priya, his short-tempered NRI boss. Priya is forced to leave India due to visa issues and she decides to marry Manu for her selfish needs.",2h 10min
Jothi Alias Kothi Raja,,,Sebastin David,Sebastin David,"Jyothi Alias Kothi Raja charts out the life of Jyothi Raj, a wall climber famous for scaling the Chitradurga Fort without safety harnesses.",2h 14min
Sorry Kane,"10,0",,Rupesh G. Raj,,,
Gandhiji Kanasu,,,Ramesh S. Paravenaikar,Ramesh S. Paravenaikar,,2h 22min
Kolaahala,,,Bhaskar,Bhaskar,,
143,,,Chandrakantha,,,
Gante Ondu,,,J. Murali,,,
Makkale Maanikya,,,Kodulu Ramakrishna,,,
Miss Mallige,,,Krishnakumar,S Krishna,,
Jasmine 5,,,V. Krishna,,,
Jai Bajarang Bali,,,Ravi Varma Gubbi,Ravi Varma Gubbi,"Jai Bajarangbali is the romantic love story between Ajay Rao (Ajay) and Sindhu Loknath (Ambuja). Amjuba, who comes to India to see her father, falls in love with Ajay. She is trying to patch up her separated parents also.Will she succeed in this task and make her parents agree to her relationship is the crux of the story.",
Paramashiva,"6,5",,Mahesh Babu,Mahesh BabuM.S. RameshErode Sounder,,2h 20min
Ingale Maarga,,,Vishal Raaj,Vishal Raaj,"This movie, based on the novel 'Devaraya', follows Devaraya who was a social reformer in Belgaum district that worked towards the uplifting of Dalits and other downtrodden.",2h 3min
Simhadri,,,Shivamani,Shivamani,,2h 41min
Sadagara,,,Gopi Surya,,,
Panganama,,,Guru ChannappaGuru,,,
Chirayu,,,Prashanth,Prashanth,,
Baanaadi,,,Nagaraja Kote,Nagaraja Kote,,2h 26min
Namo Boothatma,"7,2",,Murali,Ma. Chandru,"A man inherits a bungalow which he renovates and turns into a hotel. As customers begin to arrive, each one invariably ends up dead and the owner begins to suspect that the house may be haunted.",2h 36min
Naanu Hemanth Avalu Sevanthi,,,Sudhakar Bananje,Sudhakar Bananje,,2h 14min
Central Jail,,,Balaram,,,
Pyar Ka Gol Gumbaz,,,Dhanush,,,
Pungi Daasa,"7,0",,M.S. Sreenath,M.S. Sreenath,"Ramdasa, a young man, is tasked with the responsibility of recovering his grandfather's money from people. However, he uses unusual and amusing methods to carry out his task.",2h 33min
Manada Mareyalli,,,Rajeev Nethra,,,
Hara,,,Devaraj Palan,,,
Doodh Sagar,,,Samuel Tony,,,
Usiriginta Neene Attira,,,Suryakiran,,,
Nenapideya,,,S.K. Srinivas,Abhijit MaheshS.K. Srinivas,,
Pandya,,,Devu,Devu,,2h 15min
Baasu Ade Hale Kathe,,,Shaan Ali,,,
Billion Dollar Baby,,,Shriya Dinakar,,,2h 17min
Jamboo Savari,,,Venugopal,Sudheer Varma,,2h 11min
Paru Wife of Devadas,,,Kiran Govi,Kiran Govi,,
Matthe Satyagraha,,,Shivanand,,,
Malli,,,Vishnupriyan,S. Vishnupriyan,,
Love Is Poison,,,Nandan Prabhu,Ravishankar NagNandan Prabhu,,2h 12min
Aathma Sakshi,,,Manu .N.,Na. D'Souza,,2h
Veera Pulikeshi,,,Ma. Ba. Manjunath,Ma. Ba. Manjunath,,2h 23min
Typical Kailas,,,B.N. Mallika,,,
Gargar Mandala,,,Ravi Basrur,Ravi Basrur,,
24 Carat,,,S. Umesh,Pawan Wadeyar,,2h 8min
Kwatle Satisha,"7,0",,Mahesh Rao,Mahesh Rao,"Satheesha wants to marry Dhanu but just before the wedding, he unexpectedly loses his memory. However, his friends decide to keep this a secret and help him get married.",
Maryade,,,Maharaja,,,
Crazy Star,"3,1",,V. Ravichandran,Bobby Sanjay,"Five men coincidentally bump into one another at a traffic junction. A sudden, tragic incident takes place adversely affecting the course of their life.",2h 19min
Lights Camera Action,,,Guru Darshan,Prakash,,
Karnataka Ayodhyapuram,,,V. Lava,V. Lava,,
Love Show,,,Srinivas Rao .A.,,,
Kwatle,,,J. Chandrakala,,,
Angaaraka,,,Srinivas Kaushik,Srinivas Kaushik,,2h 14min
Anjada Gandu,"6,8",,Pradeep Raj,EzhilPradeep Raj,"Young Santhu (Satish Neenasam) assists his father (T.S. Nagabharana) in construction work, and is in love with his neighbour Geetha (Subiksha). Unfortunately, Geetha's father (Suman) and uncles are the village's biggest bullies. When Santhu reveals his love to Geetha, he is shocked to find that a planned marriage for Geetha had been arranged for her by her father. San... Leer todo",2h 14min
Savaal,,,Dhananjay Balaji,,,
Vishwa Vinayaka,,,V. Swaminathan,V. Swaminathan,,2h 3min
Kalyanamasthu,,,Mallesh .B.,Mallesh .B.,,
Nakra,,,Ranjith,,,
Amanusha,,,Jayasimha Musuri,Arif HossainJayasimha Musuri,,
Navarangi,,,G. Umesh,,,
Vasundhara,,,T.S. Nagabharana,T.S. Nagabharana,,
Karodpathi,,,C. Ramesh,,,
Nage Bomb,,,Nagendra Urs,V. Ananda Priya,"Two do-no-gooders stumble upon an 'ancient box' which contains a genie imprisoned by who else, a magician. At the same time, the 'descendant' of the magician is after this lost box along with a gang of international-to-next-street-crooks. The police inspector charged with finding this box is also pursuing a local don.",2h 5min
Little Master,,,Shivaram Kristha,,,
Dosthi,,,Anand .V.,,,
Shivajinagara,"5,3",,P.N. Sathya,,"Ramu grows up under difficult conditions that make him a violent person. When he learns that a local thug is wreaking havoc and troubling his family, he decides to put an end to his atrocities.",
Sold,"6,8",,Jeffrey D. Brown,Jeffrey D. BrownJoseph Kwong,A girl risks everything for freedom after being trafficked from her mountain village in Nepal to a brothel in India.,1h 34min
A Quiet Inquisition,"7,7",,Holen KahnAlessandra Zeka,Holen KahnAlessandra Zeka,"Dr. Carla Ceratto is an OBGYN doctor who works in a public hospital in Managua, Nicaragua and who struggles with Nicaragua law about terminating pregnancy.",1h 5min
Santa Joana dos Matadouros,,,João Sousa Cardoso,Bertolt BrechtRegina Guimarães,,
Jô-ô gêmu,,,Daisuke Yamanouchi,Daisuke Yamanouchi,The story follows the fierce competition between the hostesses at the Red Dragon club.,1h 10min
Via Papikondalu,,,Shashi,,,
Nocturne,"5,6",47%,Saul Pincus,Saul PincusMitch Magonet,A sleepwalker is pursued by a young woman who can't sleep.,1h 56min
Why We Cry,"7,3",,Elliot Loewenstein,Elliot Loewenstein,"A financial analyst's world is turned upside down when when he loses his job and his father passes away. Against the backdrop of his mother's rapid aging and his girlfriend's unwanted pregnancy, he must again find his footing in both career and personal life by making good on the hand he's been dealt, or leaving it for hope in a new life.",1h 35min
Amigos distantes,,,Óscar González,,,1h 26min
Testament of Youth,"7,2",84%,James Kent,Juliette TowhidiVera Brittain,"Una mujer británica recuerda cumplir los 18 durante la Primera Guerra Mundial: una historia de amor juvenil, sobre la inutilidad de la guerra, y sobre cómo dar sentido a la vida a sus tiempos más oscuros.",2h 9min
Ángeles de la noche,,,Francisco Guerrero Ruiz,,,1h 27min
Cornea,"5,8",,Jochem de Vries,Jochem de Vries,A psychological drama with thriller elements about despair of love. Forty year old Thomas stalks his ex-wife while struggling with his emotions.,1h 25min
The Letters,"6,2",,William Riead,William Riead,"A drama that explores the life of Mother Teresa (Juliet Stevenson) through letters she wrote to her longtime friend and spiritual advisor, Father Celeste van Exem (Max von Sydow) over a nearly fifty-year period.",1h 54min
Panchabhoothalu Sakshiga,,,,,,
Choosinodiki Choosinanta,,,Anil Vatupalli,Anil Vatupalli,,
Flight Without Wings,,,Homayun Morowat,Homayun Morowat,,2h 6min
Vichakshana,,,Deepak .S.,,,
Nuvve Naa Bangaram,,,Venky,,,
Hrudayam Ekkadunnadi,,,Vi Anand,,,
Love Dot Com,,,Raja Vannem Reddy,C.H.V. Brinda Reddy,,2h 23min
Naa Rakumarudu,"6,2",,Tatineni Satya,Tatineni Satya,,2h 7min
Ganpati Bappa Morya,,,Ramu Kumar .A.S.K.,,,
Alibaba Okkade Donga,,,Phani Prakash,,,
Veedu Chaala Worst,,,Venkat Sampana,,,
Raj Mahal,,,Konda,,,
Kamalatho Naa Prayanam,"6,4",,Narasimha Nandi,AnilkatzNarasimha Nandi,,
Savior,,56%,Irene Thalluri,Noel SanjithIrene Thalluri,,
Tolet 4 Bachelors Only,,,Ramana Geddam,,,1h 53min
Chatting,,,T.S. Kamal,,,1h 54min
Medaram Jathara,,,Sasidhar Paanuganti,,,2h 20min
Jabilli Kosam Akasamalle,,,Raj Narendra,,,
Kiraak,,,Haarik Devabhaktuni,,,
Special Class,,,K.R. Venki,,,
Inka Emi Anukoleduu,,,Sreekarababu,,,
Celebrity,,,Harsha Annavarapu,,,
Boy Friend Leni Ammayi Unda,,,Shiva Nagu,,,
"Rio, Eu Te Amo","5,2",8%,Vicente Amorim(transitions)Guillermo Arriaga(segment Texas)Stephan Elliott(segment Acho que Estou Apaixonado),Andrucha Waddington(segment Dona Fulana)Mauricio Zacharias(segment Dona Fulana)Paolo Sorrentino(segment La Fortuna),"Third installment of the Cities of Love series (Paris, je t'aime / New York, I Love You / Rio, Eu Te Amo), this collective feature-film is made of 10 stories of romance set in Rio de Janeiro, Brazil.",1h 50min
Lakhon Mein Ek Hamar Bhauji,,,Roshan B. Vishwakarma,,,2h 34min
Ask-i Suzan,,,Murat Tüter,Murat Tüter,,
Tu Ki Jaane Sajjna,,,Deepak Salghotra,,,
Innenkind,,,Thomas Lee,Jonny BadurinaThomas Lee,"Suzanna (29) is facing the ruins of her marriage. Her husband Rudolph is in despair, trying to cope with her extreme mood swings. She is trying to cope with her situation and her traumatic experiences. In the mirror she sees a person she does not know - herself. In a vicious circle of solitude and depression she finally turns to strangers to find remedy.",1h 15min
Learning Curves,,,Ndu Scott,Oluwabori Ijimakinde,,
Hui Ming,,,,,,
Paathi Unakku Paathi Enakku,,,M.A. Vijayakumar,,,2h 28min
Bir Don Juan Oldurmek,,,Sabahattin Sakman,,,
The David Dance,"6,0",33%,Aprill Winney,Don Scime,"David, the host of a local gay radio show in Buffalo, New York, struggles with self-doubt when his single sister asks him to be the father figure for her soon to be adopted Brazilian child. This story explores the exceptionally colorful relationship between a brother and sister, and the impact of the spoken word on the human spirit.",1h 48min
Les Traces du Passé,,,Samuel Vincent,Shéba Salomon François,"A young woman, Cassandre, passionate about fashion and wants to realize her dream. Determined, Cassandre leaves for Montreal. Everything goes according to plan until her past catches up with her. She will have to dive into painful memories and deal with old wounds.",
Bharatiyano Chala Ek Hou Ya,,,Mane Baburao Panduranga,,,
The End of Something,"6,7",,Colin Rivera,Colin Rivera,"A small black box theater group in Brooklyn struggles to survive in the face of urban development, economic disaster and each other.",1h 44min
Victimized,"4,9",,Michael Kenneth Fahr,Michael Kenneth Fahr,Matt Miller has spent his entire life living in the shadows of his brother. He believes if his brother were to disappear then so would all his problems. So one deadly night Matt decides to take matters into his own hands.,1h 20min
Pacing the Cage,"6,3",,E.B. Hughes,E.B. Hughes,,1h 15min
Tapasvi,,,Janardhan Raju,Shreyas Kabadi,"Sumanth, a young man, joins a school in Kodihalli as a science teacher. But he faces challenges when his holistic methods of teaching are opposed by the other faculty members.",
Tegarg Va Aftab,"4,3",,Reza Karimi,,"This film is the story of a well-known young man named Yahya who, with his positive qualities, seeks to bring good to people. He, who became a lawyer and the trustee of his family by the will of his former teacher, is supposed to take back the unjustly taken house, and of course, with the efforts of this young man, that will will be implemented. Meanwhile, Yahya Delba... Leer todo",
The Students,,,George Bakolas,George Bakolas,,
Vsem vsego khoroshego,,,Vladimir KrasnopolskiyValeriy Uskov,Vladlen Maksimov,,
Hero,"7,0",94%,Manny Edwards,Manny EdwardsJohn Fornof,"This is about a Little League coach Joe Finn, whose pursuit of fame and fortune leaves him with little but broken relationships-particularly with his son. Determined to win back his son and reunite other kids with their own all-too-absent fathers, Joe starts a new father-son baseball league. Dads are required to practice daily with their sons. Teams must follow ""Joe's... Leer todo",
Exodus: Gods and Kings,"6,0",31%,Ridley Scott,Adam CooperBill CollageJeffrey Caine,"El desafiante líder Moisés se levanta contra el faraón egipcio Ramsés II, poniendo a seiscientos mil esclavos en un monumental viaje de escape de Egipto y su aterrador ciclo de plagas mortales.",2h 30min
Nandigramer Chokher Pani,,,Sarfaraz Alam Safu,Manik Mandal,,1h 50min
Love You Bangaram,,,Goverdhan Reddy,,Love You Bangaram is a 2014 Telugu language romantic drama film directed by Goverdhan Reddy. It is produced by Maruthi Films. The film has Rahul Haridas and Shravya in the lead roles.,
WHO U.S.?,,,Kristin MacCary,Kristin MacCary,,1h 2min
Behind the Door of a Secret Girl,"9,4",,Janessa StarkeyJack Kohler,Jack KohlerJanessa Starkey,"Sammy is a teenage cutter living with her meth addicted mother in a trailer on the Indian Ridge Reservation. Her mother's boyfriend is a drug dealer using the reservation as a cover for his drug trafficking. David, Sammy's best friend, is a foster youth and helps her to escape from this dysfunctional life she's had to endure since her father died.",1h 40min
Agadir Express,,,Youssef Fadel,Youssef Fadel,"Aziz is on the run as he is being chased by three angry brothers, who are out for revenge for what happened to their sister. He seeks acknowledgment and safety from Daoui, a pensioner living alone. Together they take a tragic travel full of challenges.",1h 30min
3 Mile Limit,"5,9",,Craig Newland,Andrew GunnCraig Newland,"It's 1965 and rock music is shaking up the world but not in New Zealand. Richard Davis a 23 year old journalist is determined to break the Government's monopoly on broadcasting and bring rock n' roll to a younger generation, and at the same time hold onto the woman he loves. Based on a true story.",1h 45min
Chilla,"6,2",,Saodat Ismailova,Saodat IsmailovaUlugbek Sadykov,"40 Days of Silence is the story of four women in Central Asia in key moments of their lives, discovered through their different ages. It is a trip into an unconscious and intimate female world; it is an attempt to portray broken identities and women who confront their own will to choose and decide.",1h 28min
Kobzar. Istoriya odniyeyi knyhy,,,Serhiy SotnychenkoTaras Tkachenko,Taras Tkachenko,"The film explores Taras Shevchenko's biography of Kobzar, to be precise, of three of his editions, which saw the light of life in 1841, 1844, and 1860. Related issues are also covered, such as the emergence of the alphabet, the textology of Shevchenko's works and his friendly correspondence, his first trip to Ukraine, his arrest, and his last journey of 1860, censorsh... Leer todo",52min
Her Wilderness,"7,2",,Frank Mosley,Frank Mosley,"An elliptical, minimalist narrative of a lost, wandering child in the wake of an affair that may or may not have even happened.",1h 5min
Born of War,"4,4",35%,Vicky Jewson,Ben HerveyVicky JewsonRupert Whitaker,"After her family is killed, Mina finds out her real father is a terrorist, and behind the killings. To get revenge, Mina works with British Intelligence to take him down.",1h 49min
Cure: The Life of Another,"5,4",29%,Andrea Staka,Andrea StakaMarie KreutzerThomas Imbach,"Linda and Eta, two 14-year-old girls, best of friends, retreat to a secluded beach beneath the cliffs of Dubrovnik; the morning after, only one of them returns.",1h 23min
